PKID|IDSucursal|IDReporteImpresion|IDNumCpContable|Codigo|Descripcion|Abreviacion|TipoCp|Numero|Serie|LongitudNumero|LongitudSerie|MaximoNumeroItems|PeriodoAnulacion|NumeracionAutomatica|NumeracionContable|RequiereMotivoAnulacion|GenerarNumeracionAlGuardar|PermitirFechasFuturas|PermitirFechasDiferidas|Imprimible|IDTipoComprobantePago|EsComprobantePago|IDImpuesto|TieneImpuesto|PreciosIncImpto|LibroDiario|Tercero|Activo|ResumirEnLibroAuxiliar|PermitirFechasPasadas|PercepcionSinMontoMinimo|IDFormatoImpresionElectronico|IDICB|TieneICB
600005474|1|0|0|P01CALL06|PEDIDO 01CALL06|P01CALL06|Pedido|831|01CALL06|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005475|300000004|0|109|02|NOTA CONTABLE CENTRO|OT|Inventario|0||8|4|4|2|false|true|false|false|false|false|false|28|true|1|true|true|false|false|true|false|true|false|0|0|false
600005476|300000005|0|115|03|NOTA CONTABLE ESTE|OT|Inventario|0||8|4|7|4|false|true|false|false|false|false|false|28|true|1|true|true|false|false|true|false|true|false|0|0|false
600005477|300000010|0|0|P04B37|PEDIDO 04B37|P04B37|Pedido|20537|04B37|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005478|300000010|0|0|P04B38|PEDIDO 04B38|P04B38|Pedido|19489|04B38|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005479|300000010|0|0|P04B39|PEDIDO 04B39|P04B39|Pedido|23468|04B39|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005480|300000010|0|0|P04B40|PEDIDO 04B40|P04B40|Pedido|21217|04B40|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005481|300000010|0|0|P04B41|PEDIDO 04B41|P04B41|Pedido|19123|04B41|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005482|300000010|0|0|P04B42|PEDIDO 04B42|P04B42|Pedido|21494|04B42|7|5|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005484|1|0|0|P01PM01|PEDIDO P01PM01|P01PM01|Pedido|1038|01PM01|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005486|1|0|0|P01CALLN01|PEDIDO 01CALLN01|P01CALLN01|Pedido|1045|01CALLN01|7|9|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005487|1|0|0|P01CALLPG01|PEDIDO 01CALLPG01|P01CALLPG01|Pedido|1024|01CALLPG01|7|10|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005488|300000010|0|0|P04CALL05|PEDIDO 04CALL05|P04CALL05|Pedido|733|04CALL05|7|8|200|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005489|300000005|0|0|P03C31|PEDIDO 03C31|P03C31|Pedido|8398|03C31|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005490|300000005|0|0|P03C32|PEDIDO 03C32|P03C32|Pedido|24817|03C32|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005491|300000005|0|0|P03C33|PEDIDO 03C33|P03C33|Pedido|26311|03C33|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005492|300000005|0|0|P03MP05|PEDIDO 03MP05|P03MP05|Pedido|2457|03MP05|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005493|300000005|0|0|P03MP06|PEDIDO 03MP06|P03MP06|Pedido|2241|03MP06|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005494|300000010|0|0|P04CALL04|PEDIDO 04CALL04|P04CALL04|Pedido|739|04CALL04|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005495|300000010|0|0|P04CALL06|PEDIDO 04CALL06|P04CALL06|Pedido|722|04CALL06|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005498|1|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|030|FACTURA ELECTRONICA NORTE FVA1|FVA1|Venta|331|FVA1|8|4|10|0|true|false|true|true|true|false|true|1|true|1|true|true|false|false|false|false|false|false|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|false
600005499|300000004|5AA1C9F1-9C6A-44D3-AFCB-3B7AC0003F8A|0|028|FACTURA ELECTRONICA CENTRO FVC1|FVC1|Venta|310|FVC1|8|4|20|0|true|false|true|true|true|false|true|1|true|1|true|true|false|false|true|false|false|false|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|false
600005500|300000005|5AA1C9F1-9C6A-44D3-AFCB-3B7AC0003F8A|0|029|FACTURA ELECTRONICA ESTE FVE1|FVE1|Venta|190|FVE1|8|4|20|0|true|false|false|true|true|false|true|1|true|1|true|true|false|false|true|false|false|false|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|false
600005501|300000010|5AA1C9F1-9C6A-44D3-AFCB-3B7AC0003F8A|0|031|FACTURA ELECTRONICA SUR FVS1|FVS1|Venta|2|FVS1|8|4|20|0|true|false|false|true|true|false|true|1|true|1|true|true|false|false|true|false|false|false|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|false
600005502|300000004|4B49DC14-217E-4AF9-B436-2758B9E436A7|0|50|NC ELECTRONICA _CENTRO BOLETAS BNC4|BNC4|NotaCredito|989|BNC4|8|4|20|0|true|false|true|true|false|false|true|6|true|1|true|true|false|false|true|false|false|false|4B49DC14-217E-4AF9-B436-2758B9E436A7|0|false
600005503|300000004|4B49DC14-217E-4AF9-B436-2758B9E436A7|0|51|NC ELECTRONICA _CENTRO FACTURAS FNC4|FNC4|NotaCredito|4462|FNC4|8|4|20|1|true|false|true|true|false|false|true|6|true|1|true|true|false|false|true|false|false|false|0|0|false
600005504|300000005|0|0|P03C34|PEDIDO 03C34|P03C34|Pedido|29438|03C34|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005506|300000005|0|0|P03C35|PEDIDO 03C35|P03C35|Pedido|23743|03C35|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005507|300000005|0|0|P03C36|PEDIDO 03C36|P03C36|Pedido|23593|03C36|7|5|300|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005508|1|0|0|P01PM02|PEDIDO P01PM02|P01PM02|Pedido|1428|01PM02|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005510|1|0|0|P01PM03|PEDIDO P01PM03|P01PM03|Pedido|1077|01PM03|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005511|1|0|0|P01SUPCC|PEDIDO 01SUPCC|P01SUPCC|Pedido|2178|01SUPCC01|9|9|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005512|300000005|0|0|P03SUPCC|PEDIDO 03SUPCC|P03SUPCC|Pedido|1713|03SUPCC01|9|9|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005513|300000004|0|0|P02SUPCC|PEDIDO 02SUPCC|P02SUPCC|Pedido|1387|02SUPCC01|9|9|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|false|false|0|0|false
600005514|300000010|0|0|P04SUPCC|PEDIDO 04SUPCC|P04SUPCC|Pedido|1168|04SUPCC01|9|9|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005515|1|0|0|CIN01|Control Incentivos NORTE|CIN01|OrdenCompra|1083|CIN01|7|5|100|300|true|false|false|true|true|false|false|0|false|1|true|false|false|false|true|false|true|false|0|0|false
600005516|300000004|0|0|CIN02|Control Incentivos CENTRO|CIN02|OrdenCompra|965|CIN02|7|5|100|300|true|false|false|true|true|false|false|0|false|1|true|false|false|false|true|false|true|false|0|0|false
600005517|300000005|0|0|CIN03|Control Incentivos ESTE|CIN03|OrdenCompra|915|CIN03|7|5|100|300|true|false|false|true|true|false|false|0|false|1|true|false|false|false|true|false|true|false|0|0|false
600005518|300000010|0|0|CIN04|Control Incentivos SUR|CIN04|OrdenCompra|863|CIN04|7|5|100|300|true|false|false|true|true|false|false|0|false|1|true|false|false|false|true|false|true|false|0|0|false
600005519|1|0|0|P01CALL07|PEDIDO 01CALL07|P01CALL07|Pedido|667|01CALL07|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005520|1|0|0|P01CALL08|PEDIDO 01CALL08|P01CALL08|Pedido|661|01CALL08|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005521|300000004|0|0|P02CALL07|PEDIDO 02CALL07|P02CALL07|Pedido|616|02CALL07|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005522|300000004|0|0|P02CALL08|PEDIDO 02CALL08|P02CALL08|Pedido|843|02CALL08|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005523|300000005|0|0|P03CALL07|PEDIDO 03CALL07|P03CALL07|Pedido|802|03CALL07|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005524|300000005|0|0|P03CALL08|PEDIDO 03CALL08|P03CALL08|Pedido|643|03CALL08|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005525|1|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|150|FACTURA ELECTRONICA  FAV1 - REFACTURACION|FAV1|Venta|159|FAV1|8|4|10|0|true|false|true|true|true|false|true|1|true|1|true|true|false|false|false|false|false|false|0|0|false
600005526|300000004|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|151|FACTURA ELECTRONICA FCV1 - REFACTURACION|FCV1|Venta|633|FCV1|8|4|10|0|true|false|true|true|true|false|true|1|true|1|true|true|false|false|true|false|false|false|0|0|false
600005527|300000005|04C695C8-6B64-4D54-8B00-2DAAFED6FA7A|0|152|FACTURA ELECTRONICA FSV1 - REFACTURACION|FSV1|Venta|462|FSV1|8|4|10|0|true|false|true|true|true|false|true|1|true|1|true|true|false|false|true|false|false|false|0|0|false
600005528|1|0|0|55|NC ELECTRONICA FACTURAS FNV1|FNV1|NotaCredito|2|FNV1|8|4|10|0|true|false|false|true|false|false|false|6|true|1|true|true|false|false|true|false|false|false|0|0|false
600005529|300000004|0|0|56|NC ELECRONICA FACTURAS CENTRO FNV2|FNV2|NotaCredito|19|FNV2|8|4|10|0|true|false|false|true|false|false|false|6|true|1|true|true|false|false|true|false|false|false|0|0|false
600005530|300000005|0|0|57|NC ELECTRONICA FACTURAS ESTE FNV3|FNV3|NotaCredito|3|FNV3|8|4|10|0|true|false|false|true|false|false|false|6|true|1|true|true|false|false|true|false|false|false|0|0|false
600005531|1|0|0|P01CALL09|PEDIDO 01CALL09|P01CALL09|Pedido|622|01CALL09|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005533|300000004|0|0|P02CALL09|PEDIDO 02CALL09|P02CALL09|Pedido|577|02CALL09|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005534|300000005|0|0|P03CALL09|PEDIDO 03CALL09|P03CALL09|Pedido|603|03CALL09|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005535|300000010|0|0|P04CALL07|PEDIDO 04CALL07|P04CALL07|Pedido|590|04CALL07|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005536|300000010|0|0|P04CALL09|PEDIDO 04CALL09|P04CALL09|Pedido|604|04CALL09|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005537|300000010|0|0|P04CALL08|PEDIDO 04CALL08|P04CALL08|Pedido|567|04CALL08|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005538|300000012|B7DF334D-720A-4108-8441-D9C374F6F962|0|BA20|BOLETA ELECTRONICA_NORTE_BA20_DNI|BA20|Venta|48807|BA20|8|4|10|0|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|false|false|false|0|0|false
600005539|300000012|B7DF334D-720A-4108-8441-D9C374F6F962|0|BA21|BOLETA ELECTRONICA_NORTE_BA21_CARNET|BA21|Venta|118|BA21|8|4|10|0|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|false|false|false|0|0|false
600005540|300000012|B7DF334D-720A-4108-8441-D9C374F6F962|0|BA22|BOLETA ELECTRONICA_NORTE_BA22_PASAPORTE|BA22|Venta|33|BA22|8|4|10|0|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|false|false|false|0|0|false
600005542|300000012|93DC61ED-5FEF-4624-A45C-737184BB0B48|0|FA18|FACTURA ELECTRONICA_NORTE_FA18|FA18|Venta|16990|FA18|8|4|10|0|true|false|true|true|true|false|true|1|true|1|true|true|false|false|false|false|false|false|0|0|false
600005543|300000013|04C7CF57-3E45-4483-9BE6-367E8692E5B2|0|BS18|BOLETA ELECTRONICA_ESTE_BS18_DNI|BS18|Venta|1|BS18|8|4|20|0|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|false|true|false|0|0|false
600005544|300000013|04C7CF57-3E45-4483-9BE6-367E8692E5B2|0|BS19|BOLETA ELECTRONICA_ESTE_BS19_CARNET|BS19|Venta|1|BS19|8|4|20|0|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|false|true|false|0|0|false
600005545|300000013|93DC61ED-5FEF-4624-A45C-737184BB0B48|0|BS20|BOLETA ELELCTRONICA_ESTE_BS20_PASAPORTE|BS20|Venta|1|BS20|8|4|20|0|true|false|true|true|true|false|true|4|true|1|true|true|false|false|false|false|false|false|0|0|false
600005546|300000013|93DC61ED-5FEF-4624-A45C-737184BB0B48|0|FS18|FACTURA ELECTRONICA_ESTE_FS18|FS18|Venta|1|FS18|8|4|20|0|true|false|true|true|true|false|true|1|true|1|true|true|false|false|false|false|true|false|0|0|false
600005548|300000013|4B49DC14-217E-4AF9-B436-2758B9E436A7|0|BNE5|NC ELECTRONICA_BOLETAS_ESTE_BNE5|BNE5|NotaCredito|1|BNE5|8|4|20|0|true|false|true|true|true|false|true|6|true|1|true|true|false|false|false|false|true|false|0|0|false
600005549|300000013|4B49DC14-217E-4AF9-B436-2758B9E436A7|0|FNE5|NC ELECTRONICA_FACTURAS_ESTE_FNE5|FNE5|NotaCredito|1|FNE5|8|4|20|0|true|false|true|true|true|false|true|6|true|1|true|true|false|false|false|false|true|false|0|0|false
600005550|300000012|4B49DC14-217E-4AF9-B436-2758B9E436A7|0|BNN5|NC ELECTRONICA_BOLETAS_NORTE_BNN5|BNN5|NotaCredito|943|BNN5|8|4|20|0|true|false|true|true|true|false|true|6|true|1|true|true|false|false|false|false|true|false|0|0|false
600005551|300000012|4B49DC14-217E-4AF9-B436-2758B9E436A7|0|FNN5|NC ELECTRONICA FACTURAS NORTE FNN5|FNN5|NotaCredito|2551|FNN5|8|4|20|0|true|false|true|true|true|false|true|6|true|1|true|true|false|false|false|false|true|false|0|0|false
600005552|300000012|0|3|NFG|N_FACTURA DE GASTOS NORTE|NFG|Compra|0||8|4|10|2|false|true|false|false|true|false|false|1|true|1|true|true|false|false|false|false|true|false|0|0|false
600005553|300000012|0|8|NRH|N_RECIBOS POR HONORARIOS_NORTE|NRH|Compra|0||8|4|10|1111|false|true|false|false|true|false|false|3|true|2|true|false|false|false|false|false|true|false|0|0|false
600005554|300000012|0|12|NBG|N_BOLETAS DE GASTOS_NORTE|NBG|Compra|0||8|4|10|0|false|true|true|false|true|false|false|4|true|1|true|true|false|false|false|false|true|false|0|0|false
600005555|300000013|0|34|NFG|N_FACTURA DE GASTOS ESTE|NFG|Compra|0||8|4|10|30|false|true|false|false|true|false|false|1|true|1|true|true|false|false|false|false|true|false|0|0|false
600005556|300000013|0|37|NRH|N_RECIBO POR HONORARIO_ESTE|NRH|Compra|0||8|4|10|0|false|true|false|false|true|false|false|3|true|2|true|false|false|false|false|false|true|false|0|0|false
600005557|300000013|0|36|NBG|N_BOLETAS DE GASTOS_ESTE|NBG|Compra|0||8|4|10|0|false|true|true|false|true|false|false|4|true|1|true|true|false|false|false|false|true|false|0|0|false
600005558|300000013|A4773203-9250-4B72-BB34-0CA20C5B7E4D|54|310|N_Entrada a caja R310|310|Caja|2|310|8|4|20|0|true|true|false|true|false|false|true|28|true|0|false|false|false|false|false|false|false|false|0|0|false
600005560|300000013|A4773203-9250-4B72-BB34-0CA20C5B7E4D|53|311|N_Salida de caja Este_Nestle R311|311|Caja|2|311|8|4|20|0|true|true|false|true|true|false|true|28|true|0|false|false|false|false|false|false|false|false|0|0|false
600005561|300000013|0|57|312|N_transferencia de bancos|312|Caja|0||8|4|10|3|false|true|false|false|true|false|false|28|true|0|false|false|false|false|false|false|true|false|0|0|false
600005562|300000012|A4773203-9250-4B72-BB34-0CA20C5B7E4D|5|110|N_Entrada a caja R110|110|Caja|88|110|8|4|20|0|true|true|false|false|false|false|true|28|true|0|false|false|false|false|false|false|false|false|0|0|false
600005563|300000012|A4773203-9250-4B72-BB34-0CA20C5B7E4D|4|111|N_Salida de caja Norte R111|111|Caja|143|111|8|4|20|0|true|true|false|false|false|false|true|28|true|0|false|false|false|false|false|false|false|false|0|0|false
600005564|300000012|A4773203-9250-4B72-BB34-0CA20C5B7E4D|9|112|N_transferencias de bancos|112|Caja|0||8|4|20|3|false|true|false|false|true|false|true|28|true|0|false|false|false|false|false|false|true|false|0|0|false
600005565|300000012|97ADB92A-4AF3-4F34-80BD-56B3884B31FE|75|0602|GUIA INTERNA ENTRADA ALLNESS NORTE|GIE|Inventario|0||8|3|20|5|false|true|false|false|false|false|true|0|false|1|true|true|false|false|false|false|false|false|0|0|false
600005566|300000012|0|0|P01AN11|PEDIDO 01AN11|P01AN11|Pedido|2439|01AN11|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005567|300000012|0|0|P01AN12|PEDIDO 01AN12|P01AN12|Pedido|2335|01AN12|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005568|300000012|0|0|P01AN13|PEDIDO 01AN13|P01AN13|Pedido|2625|01AN13|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005569|300000012|0|0|P01AN14|PEDIDO 01AN14|P01AN14|Pedido|2275|01AN14|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005570|300000012|0|0|P01AN15|PEDIDO 01AN15|P01AN15|Pedido|2380|01AN15|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005571|300000012|0|0|P01AN16|PEDIDO 01AN16|P01AN16|Pedido|2408|01AN16|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005572|300000012|0|0|P01AN17|PEDIDO 01AN17|P01AN17|Pedido|2413|01AN17|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005573|300000012|0|0|P01AN18|PEDIDO 01AN18|P01AN18|Pedido|2515|01AN18|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005574|300000012|0|0|P01AN19|PEDIDO 01AN19|P01AN19|Pedido|2320|01AN19|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005575|300000012|0|0|P01AN20|PEDIDO 01AN20|P01AN20|Pedido|2236|01AN20|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005576|300000012|0|0|P01AN21|PEDIDO 01AN21|P01AN21|Pedido|2366|01AN21|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005577|300000012|0|0|P01AN22|PEDIDO 01AN22|P01AN22|Pedido|2373|01AN22|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005578|300000012|0|0|P01AN23|PEDIDO 01AN23|P01AN23|Pedido|2409|01AN23|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005579|300000012|0|0|P01AN24|PEDIDO 01AN24|P01AN24|Pedido|2343|01AN24|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005580|300000012|0|0|P01AN25|PEDIDO 01AN25|P01AN25|Pedido|2270|01AN25|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005581|300000012|0|0|P01AN26|PEDIDO 01AN26|P01AN26|Pedido|2313|01AN26|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005582|300000012|0|0|P01AN27|PEDIDO 01AN27|P01AN27|Pedido|2338|01AN27|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005583|300000012|0|0|P01AN28|PEDIDO 01AN28|P01AN28|Pedido|2262|01AN28|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005584|300000012|0|0|P01AN29|PEDIDO 01AN29|P01AN29|Pedido|2271|01AN29|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005585|300000012|0|0|P01AN30|PEDIDO 01AN30|P01AN30|Pedido|2254|01AN30|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005586|300000012|0|0|P01AN31|PEDIDO 01AN31|P01AN31|Pedido|2315|01AN31|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005587|300000012|0|0|P01AN32|PEDIDO 01AN32|P01AN32|Pedido|2153|01AN32|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005588|300000012|0|0|P01AN33|PEDIDO 01AN33|P01AN33|Pedido|2119|01AN33|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005589|300000012|0|0|P01AN34|PEDIDO 01AN34|P01AN34|Pedido|2329|01AN34|7|6|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005591|300000012|0|0|P03AN01|PEDIDO 03AN01|P03AN01|Pedido|2118|03AN01|7|6|100|3065|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005592|300000012|0|0|P03AN02|PEDIDO 03AN02|P03AN02|Pedido|2244|03AN02|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005593|300000012|0|0|P03AN03|PEDIDO 03AN03|P03AN03|Pedido|2292|03AN03|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005594|300000012|0|0|P03AN04|PEDIDO 03AN04|P03AN04|Pedido|2280|03AN04|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005595|300000012|0|0|P03AN05|PEDIDO 03AN05|P03AN05|Pedido|2230|03AN05|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005596|300000012|0|0|P03AN06|PEDIDO 03AN06|P03AN06|Pedido|2258|03AN06|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005597|300000012|0|0|P03AN07|PEDIDO 03AN07|P03AN07|Pedido|2265|03AN07|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005598|300000012|0|0|P03AN08|PEDIDO 03AN08|P03AN08|Pedido|2254|03AN08|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005599|300000012|0|0|P03AN09|PEDIDO 03AN09|P03AN09|Pedido|2095|03AN09|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005600|300000012|0|0|P03AN10|PEDIDO 03AN10|P03AN10|Pedido|2318|03AN10|7|6|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005601|300000012|0|0|P03MPAN01|PEDIDO 03MPAN01|P03MPAN01|Pedido|1697|03MPAN01|7|8|100|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005603|300000012|0|0|P01MPAN02|PEDIDO 01MPAN02|P01MPAN02|Pedido|1645|01MPAN02|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005604|300000012|0|0|P01MPAN03|PEDIDO 01MPAN03|P01MPAN03|Pedido|1860|01MPAN03|7|8|500|365|true|false|false|true|true|true|false|0|false|1|true|true|false|false|true|false|true|false|0|0|false
600005605|300000013|97ADB92A-4AF3-4F34-80BD-56B3884B31FE|125|0702|GUIA INTERNA ENTRADA ALLNESS ESTE|GIE|Inventario|0||8|4|20|5|false|true|false|false|false|false|true|28|true|0|false|false|false|false|false|false|false|false|0|0|false
600005606|300000012|500668A8-7688-43A4-AE10-7C0AFD2AC821|125|0605|GUIA INTERNA ENTRADA SOBRANTE-T ALLNESS NORTE|GSS|Inventario|59|63|8|4|20|3|true|true|false|true|false|false|true|0|false|0|false|false|false|false|false|false|true|false|0|0|false
600005607|300000013|A9343300-5F4C-4DBD-A925-08B1F05619FD|128|0701|GUIA INTERNA SALIDA ALLNESS ESTE|GIS|Inventario|1|0700|8|4|20|2|true|true|false|true|false|false|true|0|false|1|true|true|false|false|false|false|true|false|0|0|false
600005608|300000012|0|0|06LC|LIQUIDACION DE CAJA ALLNESS NORTE|06LC|LiquidacionCaja|220|06|8|3|50|2|true|false|false|true|false|false|false|0|false|0|false|false|false|false|true|false|false|false|0|0|false
600005609|300000013|0|0|07KC|LIQUIDACION CAJA ALLNESS ESTE|07LC|LiquidacionCaja|4|07|8|3|20|2|true|false|false|true|false|false|false|0|false|0|false|false|false|false|true|false|true|false|0|0|false
600005610|300000013|A9343300-5F4C-4DBD-A925-08B1F05619FD|128|0705|GUIA INTERNA SALIDA SOBRANTE-T ALLNESS ESTE|GSS|Inventario|1|73|8|4|20|2|true|true|false|true|false|false|true|0|false|1|true|true|false|false|false|false|true|false|0|0|false
600005611|300000013|97ADB92A-4AF3-4F34-80BD-56B3884B31FE|125|0704|GUIA REMISION ENTRADA ALLNESS ESTE|GRE|Inventario|0||8|4|20|5|false|true|false|false|false|false|true|8|true|1|true|true|false|false|false|false|false|false|0|0|false
